time,iteration,,,,,
0.133282184601,44,,,,,
0.15046787262,100,,,,,
0.120779037476,77,,,,,
0.145176887512,100,,,,,
0.154484987259,100,,,,,
0.151609897614,100,,,,,
0.145887136459,100,,,,,
0.130904912949,74,,,,,
0.134804010391,88,,,,,
0.0337040424347,20,,,,,
0.00151491165161,0,,,,,
0.00301909446716,0,,,,,
0.0535070896149,35,,,,,
0.00900793075562,5,,,,,
0.00961804389954,4,,,,,
0.111885070801,60,,,,,
0.0858919620514,49,,,,,
0.142174005508,73,,,,,
0.153086900711,84,,,,,
0.174951076508,100,,,,,
0.137245893478,74,,,,,
0.110582828522,72,,,,,
0.144247055054,81,,,,,
0.194473981857,100,,,,,
0.159637928009,84,,,,,
0.0884599685669,58,,,,,
0.109714984894,63,,,,,
0.0234959125519,13,,,,,
0.097424030304,57,,,,,
0.096095085144,67,,,,,
0.137722969055,72,,,,,
0.145261049271,98,,,,,
0.15331697464,97,,,,,
0.152230024338,95,,,,,
0.137042045593,88,,,,,
0.11031794548,56,,,,,
0.137752056122,93,,,,,
0.163688898087,100,,,,,
0.0427658557892,28,,,,,
0.122185230255,68,,,,,
0.00186491012573,0,,,,,
0.00748491287231,4,,,,,
0.017669916153,5,,,,,
0.00425386428833,2,,,,,
0.0419681072235,21,,,,,
0.0565919876099,36,,,,,
0.100299119949,60,,,,,
0.181370973587,100,,,,,
0.118697166443,79,,,,,
0.146595001221,100,,,,,
0.145926952362,94,,,,,
0.110221147537,78,,,,,
0.0891449451447,61,,,,,
0.126336097717,84,,,,,
0.145265102386,88,,,,,
0.123909950256,82,,,,,
0.113159894943,71,,,,,
0.085844039917,50,,,,,
0.0434789657593,28,,,,,
0.151630878448,100,,,,,
0.0984041690826,64,,,,,
0.125679969788,79,,,,,
0.127418994904,89,,,,,
0.110517978668,76,,,,,
0.0750720500946,49,,,,,
0.0942230224609,57,,,,,
0.0640420913696,38,,,,,
0.0960907936096,66,,,,,
0.120623111725,70,,,,,
0.068088054657,46,,,,,
0.146832942963,100,,,,,
0.149069070816,100,,,,,
0.111352920532,72,,,,,
0.0905179977417,66,,,,,
0.21272110939,100,,,,,
0.170025110245,100,,,,,
0.148784160614,97,,,,,
0.0932638645172,64,,,,,
0.152309179306,100,,,,,
0.0736758708954,46,,,,,
0.0022189617157,0,,,,,
0.00207304954529,0,,,,,
0.0640618801117,42,,,,,
0.00161385536194,0,,,,,
0.00303602218628,0,,,,,
0.0521759986877,30,,,,,
0.0913119316101,58,,,,,
0.0721819400787,43,,,,,
0.106699943542,75,,,,,
0.188617944717,94,,,,,
0.169209957123,100,,,,,
0.257160902023,100,,,,,
0.170687198639,100,,,,,
0.187951087952,100,,,,,
0.196526050568,100,,,,,
0.157836914062,100,,,,,
0.163467168808,100,,,,,
0.16473197937,100,,,,,
0.211340904236,100,,,,,
0.171785116196,100,,,,,
0.00151491165161,0,,,,,
0.0239050388336,13,,,,,
0.0539839267731,28,,,,,
0.0641658306122,35,,,,,
0.0143311023712,3,,,,,
0.00181984901428,0,,,,,
0.00174188613892,0,,,,,
0.00262999534607,0,,,,,
0.00217509269714,0,,,,,
0.00142097473145,0,,,,,
0.00194191932678,0,,,,,
0.00171089172363,0,,,,,
0.0443170070648,27,,,,,
0.0434410572052,17,,,,,
0.006756067276,3,,,,,
0.0106639862061,6,,,,,
0.0204269886017,7,,,,,
0.0175728797913,8,,,,,
0.0122108459473,6,,,,,
0.00217604637146,0,,,,,
0.00149488449097,0,,,,,
0.0016930103302,0,,,,,
0.00485610961914,0,,,,,
0.031681060791,16,,,,,
0.00172400474548,0,,,,,
0.0499308109283,26,,,,,
0.107567071915,64,,,,,
0.00195407867432,0,,,,,
0.0206310749054,8,,,,,
0.0171010494232,10,,,,,
0.0375111103058,21,,,,,
0.00362801551819,0,,,,,
0.00243306159973,0,,,,,
0.0345280170441,22,,,,,
0.00211811065674,0,,,,,
0.00215697288513,0,,,,,
0.00157999992371,0,,,,,
0.0292220115662,16,,,,,
0.0302410125732,17,,,,,
0.0101990699768,5,,,,,
0.00147700309753,0,,,,,
0.00496101379395,0,,,,,
0.0326979160309,20,,,,,
0.0701129436493,41,,,,,
0.115209102631,72,,,,,
0.0948300361633,61,,,,,
0.0771141052246,53,,,,,
0.0138750076294,5,,,,,
0.113513946533,74,,,,,
0.152009010315,96,,,,,
0.148200035095,100,,,,,
0.0932989120483,54,,,,,
0.0384850502014,23,,,,,
0.0883729457855,65,,,,,
0.00165510177612,0,,,,,
0.0181789398193,11,,,,,
0.0428380966187,25,,,,,
0.118485927582,71,,,,,
0.185768842697,100,,,,,
0.212145805359,100,,,,,
0.17910695076,100,,,,,
0.143946886063,81,,,,,
0.206727981567,100,,,,,
0.139106988907,100,,,,,
0.138437986374,100,,,,,
0.0989589691162,70,,,,,
0.137712955475,88,,,,,
0.114143133163,75,,,,,
0.141864061356,100,,,,,
0.150386095047,100,,,,,
0.0956211090088,59,,,,,
0.0451891422272,24,,,,,
0.187659025192,100,,,,,
0.0855400562286,53,,,,,
0.142446041107,95,,,,,
0.133740901947,89,,,,,
0.10663318634,61,,,,,
0.117588996887,73,,,,,
0.0728149414062,48,,,,,
0.147366046906,96,,,,,
0.185710906982,100,,,,,
0.156149148941,100,,,,,
0.179548978806,100,,,,,
0.182363033295,100,,,,,
0.180894136429,100,,,,,
0.171951055527,100,,,,,
0.164384841919,100,,,,,
0.151228189468,100,,,,,
0.181924819946,100,,,,,
0.163713932037,100,,,,,
0.188728094101,100,,,,,
0.176956892014,100,,,,,
0.190047979355,100,,,,,
0.0774929523468,39,,,,,
0.0864791870117,49,,,,,
0.184919834137,100,,,,,
0.16724395752,100,,,,,
0.17455291748,100,,,,,
0.150629997253,100,,,,,
0.161955118179,100,,,,,
0.150537967682,100,,,,,
0.161393880844,100,,,,,
0.151300907135,100,,,,,
0.167475938797,100,,,,,
0.148463010788,100,,,,,
0.155258893967,100,,,,,
0.168459177017,100,,,,,
0.173470020294,100,,,,,
0.166373968124,100,,,,,
0.165465831757,100,,,,,
0.0015709400177,0,,,,,
0.00353813171387,0,,,,,
0.138885974884,82,,,,,
0.210741996765,100,,,,,
0.249342918396,100,,,,,
0.098286151886,56,,,,,
0.198547124863,100,,,,,
0.203138828278,100,,,,,
0.151278972626,100,,,,,
0.00136804580688,0,,,,,
0.00153803825378,0,,,,,
0.0268039703369,12,,,,,
0.00225710868835,0,,,,,
0.00199413299561,0,,,,,
0.0129899978638,5,,,,,
0.00576400756836,3,,,,,
0.155157804489,100,,,,,
0.162488937378,100,,,,,
0.159260988235,100,,,,,
0.154646158218,100,,,,,
0.154840230942,100,,,,,
0.157366991043,100,,,,,
0.140002965927,100,,,,,
0.170966148376,100,,,,,
0.175196886063,100,,,,,
0.188858032227,100,,,,,
0.158903837204,100,,,,,
0.16522192955,100,,,,,
0.141592979431,100,,,,,
0.175937891006,100,,,,,
0.200384140015,100,,,,,
0.176213979721,100,,,,,
0.175357818604,100,,,,,
0.165251016617,100,,,,,
0.147700071335,100,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
